morphospecies;Family;Order;Superfamily;Suborder;functional_g;guild;functional_group;pollinator_level;subfamily;Tribu;genre;species;barcode;size;adult-food;other;
Insect.3;;Hemiptera;Hemiptera;;true_bug;phytophagous;phytophagous_hemiptera;0;;;;;;;fluids;;
Insect.4(puceron);;Hemiptera;Hemiptera;Heteroptera;true_bug;phytophagous;phytophagous_hemiptera;0;;;;;;;fluids;;
acrid.2;Acrididae;Orthoptera;;;grasshopper;phytophagous;phytophagous_orthoptera;0;;;;;;;;;
andren.1;Andrenidae;Hymenoptera;Apoidea;Apocrita;bee;pollinator;pollinator_hymenoptera;3;;;;;;;nectar/pollen;;
Apidae.1;Apidae;Hymenoptera;Apoidea;Apocrita;bee;pollinator;pollinator_hymenoptera;3;Apinae;;Apis;mellifera;Y;;nectar/pollen;;
Apidae.2;Apidae;Hymenoptera;Apoidea;Apocrita;bee;pollinator;pollinator_hymenoptera;3;Apinae;Anthophorini;Amegilla;;;;nectar/pollen;;
Apidae.4;Apidae;Hymenoptera;Apoidea;Apocrita;bee;pollinator;pollinator_hymenoptera;3;Xylocopinae;Allodapini;Braunsapis;;;;nectar/pollen;;
Apidae.5;Apidae;Hymenoptera;Apoidea;Apocrita;bee;pollinator;pollinator_hymenoptera;3;Xylocopinae;Ceratinini;Ceratina;;;;nectar/pollen;;
Apidae.6;Apidae;Hymenoptera;Apoidea;Apocrita;bee;pollinator;pollinator_hymenoptera;3;Xylocopinae;Allodapini;Compsomelissa;borneri;Y;;nectar/pollen;;
Apidae.7;Apidae;Hymenoptera;Apoidea;Apocrita;bee;pollinator;pollinator_hymenoptera;3;Apinae;Meliponini;;;;;nectar/pollen;;
apidae.8;Apidae;Hymenoptera;Apoidea;Apocrita;bee;pollinator;pollinator_hymenoptera;3;Xylocopinae;Ceratinini;;;;;nectar/pollen;;
Apidae.3;Apidae;Hymenoptera;Apoidea;Apocrita;bee;pollinator;pollinator_hymenoptera;3;Xylocopinae;Xylocopini;Xylocopa;;;;nectar/pollen;;
apidae.9;Apidae;Hymenoptera;Apoidea;Apocrita;bee;pollinator;pollinator_hymenoptera;3;;;;;;;nectar/pollen;;
Halic.15;Halictidae;Hymenoptera;Apoidea;Apocrita;bee;pollinator;pollinator_hymenoptera;3;;;;;;;nectar/pollen;;
Halict.1;Halictidae;Hymenoptera;Apoidea;Apocrita;bee;pollinator;pollinator_hymenoptera;3;Nomioidinae;;Nomioides;;;;nectar/pollen;;
Halict.12;Halictidae;Hymenoptera;Apoidea;Apocrita;bee;pollinator;pollinator_hymenoptera;3;;;Pseudapis;;Y;;nectar/pollen;;
Halict.13;Halictidae;Hymenoptera;Apoidea;Apocrita;bee;pollinator;pollinator_hymenoptera;3;;;;;;;nectar/pollen;;
Halict.14;Halictidae;Hymenoptera;Apoidea;Apocrita;bee;pollinator;pollinator_hymenoptera;3;;;;;;;nectar/pollen;;
Halict.16;Halictidae;Hymenoptera;Apoidea;Apocrita;bee;pollinator;pollinator_hymenoptera;3;;;;;;;nectar/pollen;;
Halict.17;Halictidae;Hymenoptera;Apoidea;Apocrita;bee;pollinator;pollinator_hymenoptera;3;Nomioidinae;;Ceylalictus;;;;nectar/pollen;;
halict.18;Halictidae;Hymenoptera;Apoidea;Apocrita;bee;pollinator;pollinator_hymenoptera;3;Nomioidinae;;Nomioides;;;;nectar/pollen;;
halict.19;Halictidae;Hymenoptera;Apoidea;Apocrita;bee;pollinator;pollinator_hymenoptera;3;;;;;;;nectar/pollen;;
Halict.2;Halictidae;Hymenoptera;Apoidea;Apocrita;bee;pollinator;pollinator_hymenoptera;3;Nomioidinae;;Nomioides;;;;nectar/pollen;;
Halict.3;Halictidae;Hymenoptera;Apoidea;Apocrita;bee;pollinator;pollinator_hymenoptera;3;;;Lasioglossum;;;;nectar/pollen;;
Halict.4;Halictidae;Hymenoptera;Apoidea;Apocrita;bee;pollinator;pollinator_hymenoptera;3;;;Lasioglossum;;Y;;nectar/pollen;;
Halict.5;Halictidae;Hymenoptera;Apoidea;Apocrita;bee;pollinator;pollinator_hymenoptera;3;;;;;;;nectar/pollen;;
Halict.7;Halictidae;Hymenoptera;Apoidea;Apocrita;bee;pollinator;pollinator_hymenoptera;3;Nomioidinae;;Ceylalictus;;;;nectar/pollen;;
halict.8;Halictidae;Hymenoptera;Apoidea;Apocrita;bee;pollinator;pollinator_hymenoptera;3;;;Halictus;;;;nectar/pollen;;
halict.20;Halictidae;Hymenoptera;Apoidea;Apocrita;bee;pollinator;pollinator_hymenoptera;3;;;;;;;nectar/pollen;;
halict.11;Halictidae;Hymenoptera;Apoidea;Apocrita;bee;pollinator;pollinator_hymenoptera;3;;;;;;;nectar/pollen;;
Megach.1;Megachilidae;Hymenoptera;Apoidea;Apocrita;bee;pollinator;pollinator_hymenoptera;3;;;;;;;nectar/pollen;;
Hymeno.10/halict.12;Halictidae;Hymenoptera;Apoidea;Apocrita;bee;pollinator;pollinator_hymenoptera;3;;;;;;;nectar/pollen;;
Hymeno.6/halict.14;Halictidae;Hymenoptera;Apoidea;Apocrita;bee;pollinator;pollinator_hymenoptera;3;;;;;;;nectar/pollen;;
Crabro.1;Crabronidae;Hymenoptera;Apoidea;Apocrita;wasp;predator;predatory_hymenoptera;2;Bembicinae;Bembicini;Bembix;;Y;;nectar/pollen;;
crabro.10;Crabronidae;Hymenoptera;Apoidea;Apocrita;wasp;predator;predatory_hymenoptera;2;;;;;;;nectar/pollen;;
crabro.11;Crabronidae;Hymenoptera;Apoidea;Apocrita;wasp;predator;predatory_hymenoptera;2;;;;;;;nectar/pollen;;
crabro.12;Crabronidae;Hymenoptera;Apoidea;Apocrita;wasp;predator;predatory_hymenoptera;2;;;;;Y;;nectar/pollen;Thynnidae;
crabro.13;Crabronidae;Hymenoptera;Apoidea;Apocrita;wasp;predator;predatory_hymenoptera;2;Philantinae;Cercerini;Cerceris;;Y;;nectar/pollen;;
crabro.14;Crabronidae;Hymenoptera;Apoidea;Apocrita;wasp;predator;predatory_hymenoptera;2;Philantinae;Cercerini;Cerceris;;Y;;nectar/pollen;;
crabro.15;Crabronidae;Hymenoptera;Apoidea;Apocrita;wasp;predator;predatory_hymenoptera;2;;;;;;;nectar/pollen;;
crabro.16;Crabronidae;Hymenoptera;Apoidea;Apocrita;wasp;predator;predatory_hymenoptera;2;;;;;;;nectar/pollen;;
crabro.17;Crabronidae;Hymenoptera;Apoidea;Apocrita;wasp;predator;predatory_hymenoptera;2;;;;;;;nectar/pollen;;
crabro.18;Crabronidae;Hymenoptera;Apoidea;Apocrita;wasp;predator;predatory_hymenoptera;2;;;;;;;nectar/pollen;;
Crabro.2;Crabronidae;Hymenoptera;Apoidea;Apocrita;wasp;predator;predatory_hymenoptera;2;;;Trypoxylon;;Y;;nectar/pollen;;
Crabro.20;Crabronidae;Hymenoptera;Apoidea;Apocrita;wasp;predator;predatory_hymenoptera;2;;;;;;;nectar/pollen;;
crabro.21;Crabronidae;Hymenoptera;Apoidea;Apocrita;wasp;predator;predatory_hymenoptera;2;;;;;;;nectar/pollen;;
Crabro.3;Crabronidae;Hymenoptera;Apoidea;Apocrita;wasp;predator;predatory_hymenoptera;2;Philantinae;Cercerini;Cerceris;;;;nectar/pollen;;
Crabro.4;Crabronidae;Hymenoptera;Apoidea;Apocrita;wasp;predator;predatory_hymenoptera;2;Philantinae;Cercerini;Cerceris;;Y;;nectar/pollen;;
Crabro.5;Crabronidae;Hymenoptera;Apoidea;Apocrita;wasp;predator;predatory_hymenoptera;2;;;;;;;nectar/pollen;;
Crabro.6;Crabronidae;Hymenoptera;Apoidea;Apocrita;wasp;predator;predatory_hymenoptera;2;;;;;;;nectar/pollen;;
crabro.8;Crabronidae;Hymenoptera;Apoidea;Apocrita;wasp;predator;predatory_hymenoptera;2;Crabroninae;Oxybelini;Oxybelus;;Y;;nectar/pollen;;
crabro.9;Crabronidae;Hymenoptera;Apoidea;Apocrita;wasp;predator;predatory_hymenoptera;2;Crabroninae;Oxybelini;Oxybelus;;Y;;nectar/pollen;;
crabro.22;Crabronidae;Hymenoptera;Apoidea;Apocrita;wasp;predator;predatory_hymenoptera;2;;;;;;;nectar/pollen;;
crabro.23;Crabronidae;Hymenoptera;Apoidea;Apocrita;wasp;predator;predatory_hymenoptera;2;;;;;;;nectar/pollen;;
crabro.24;Crabronidae;Hymenoptera;Apoidea;Apocrita;wasp;predator;predatory_hymenoptera;2;;;;;;;nectar/pollen;;
crabro.24;Crabronidae;Hymenoptera;Apoidea;Apocrita;wasp;predator;predatory_hymenoptera;2;;;;;;;nectar/pollen;;
Heterog.1;Heterogynaidae;Hymenoptera;Apoidea;Apocrita;wasp;predator;predatory_hymenoptera;2;;;;;;;nectar/pollen;;
Spheci.2;Sphecidae;Hymenoptera;Apoidea;Apocrita;wasp;predator;predatory_hymenoptera;2;Sceliphrinae;Sceliphrinae;Sceliphron;;;;nectar/pollen;;
Spheci.1;Sphecidae;Hymenoptera;Apoidea;Apocrita;wasp;predator;predatory_hymenoptera;2;;;Ammophila (aff.);;;;nectar/pollen;;
spheci.4;Sphecidae;Hymenoptera;Apoidea;Apocrita;wasp;predator;predatory_hymenoptera;2;;;;;;;nectar/pollen;;
spheci.3;Sphecidae;Hymenoptera;Apoidea;Apocrita;wasp;predator;predatory_hymenoptera;2;;;;;;;nectar/pollen;;
Ceraph.1;Ceraphronidae;Hymenoptera;Ceraphronoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;insect;;
ceraph.2;Ceraphronidae;Hymenoptera;Ceraphronoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;insect;;
ceraph.3;Ceraphronidae;Hymenoptera;Ceraphronoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;insect;;
ceraph.4;Ceraphronidae;Hymenoptera;Ceraphronoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;insect;;
Megasp.2;Megaspilidae;Hymenoptera;Ceraphronoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;insect;;
Megasp.1;Megaspilidae;Hymenoptera;Ceraphronoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;insect;;
aphel.5;Aphelinidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;sternorrhyncha;;
apheli.1;Aphelinidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;sternorrhyncha;;
Apheli.2;Aphelinidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;sternorrhyncha;;
Apheli.3;Aphelinidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;sternorrhyncha;;
apheli.4;Aphelinidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;sternorrhyncha;;
apheli.6;Aphelinidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;sternorrhyncha;;
Chalci.1;Chalcididae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
Chalci.3;Chalcididae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
Chalci.4;Chalcididae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
chalci.6;Chalcididae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
chalci.7;Chalcididae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
Chalcid.2;Chalcididae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
Chalcid.5;Chalcididae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
chrysol.1;Chrysolampidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
chrysol.2;Chrysolampidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
cleonym.1;Cleonymidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
Encyrt.1;Encyrtidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
encyrt.10;Encyrtidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
encyrt.11;Encyrtidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
encyrt.13;Encyrtidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
encyrt.14;Encyrtidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
encyrt.15;Encyrtidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
encyrt.16;Encyrtidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
encyrt.2;Encyrtidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
encyrt.3;Encyrtidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
encyrt.4;Encyrtidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
encyrt.5;Encyrtidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
encyrt.6;Encyrtidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
encyrt.7;Encyrtidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
encyrt.8;Encyrtidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
encyrt.9;Encyrtidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
Euloph.1;Eulophidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
euloph.10;Eulophidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
euloph.11;Eulophidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
euloph.12;Eulophidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
euloph.13;Eulophidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
euloph.14;Eulophidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
euloph.15;Eulophidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
euloph.16;Eulophidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
euloph.17;Eulophidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
euloph.18;Eulophidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
Euloph.2;Eulophidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
Euloph.3;Eulophidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
Euloph.4;Eulophidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
Euloph.5;Eulophidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
euloph.6;Eulophidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;Ditropinotellinae;;Ditropinotella;;;;;;
euloph.7;Eulophidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
euloph.8;Eulophidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
euloph.9;Eulophidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
euloph.19;Eulophidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
Eupelm.1;Eupelmidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
eupelm.10;Eupelmidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
eupelm.11;Eupelmidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
eupelm.12;Eupelmidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
eupelm.13;Eupelmidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
eupelm.14;Eupelmidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
Eupelm.2;Eupelmidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
Eupelm.3;Eupelmidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
Eupelm.4;Eupelmidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
Eupelm.5;Eupelmidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
Eupelm.6;Eupelmidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
eupelm.7;Eupelmidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
eupelm.8;Eupelmidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
eupelm.9;Eupelmidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
eupelm.8;Eupelmidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
Euryto.1;Eurytomidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
euryto.2;Eurytomidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
euryto.3;Eurytomidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
eutric.1;Eutrichosomatidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
mymari.1;Mymaridae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
Ormyri.1;Ormyridae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
ormyri.2;Ormyridae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
perila.1;Perilampidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
Perila.2;Perilampidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
perila.4;Perilampidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
perila.3;Perilampidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
Pterom.1(platyg);Pteromalidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
pterom.10;Pteromalidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
Pterom.2;Pteromalidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
pterom.4;Pteromalidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
pterom.5;Pteromalidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
pterom.6;Pteromalidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
pterom.7;Pteromalidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
pterom.7;Pteromalidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
pterom.8;Pteromalidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
pterom.9;Pteromalidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
pterom.11;Pteromalidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
signip.1;Signiphoridae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;Signiphorinae;;;;;;;;
signip.2;Signiphoridae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;Azotinae;;;;;;;;
Tetrac.1;Tetracampidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;Tetracampinae;;;;;;;;
Tetrac.3;Tetracampidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;Tetracampinae;;;;;;;;
Tetrac.4;Tetracampidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
Tetrac.5;Tetracampidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
tetrac.6;Tetracampidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
tetrac.7;Tetracampidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
tetrac.8;Tetracampidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
torymi.1;Torymidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
tricho.1;Trichogrammatidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
tricho.2;Trichogrammatidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
chalcidoidea;;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
Hymeno.8/chalcidoidea;;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
perila.3;Perilampidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;photo mais pas dans la base (KBAL13);;;;;;;;
Bethyl.1;Bethylidae;Hymenoptera;Chrysidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
bethyl.10;Bethylidae;Hymenoptera;Chrysidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
bethyl.11;Bethylidae;Hymenoptera;Chrysidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
Bethyl.2;Bethylidae;Hymenoptera;Chrysidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
Bethyl.3;Bethylidae;Hymenoptera;Chrysidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
Bethyl.4;Bethylidae;Hymenoptera;Chrysidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
bethyl.5;Bethylidae;Hymenoptera;Chrysidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
Bethyl.5;Bethylidae;Hymenoptera;Chrysidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
bethyl.8;Bethylidae;Hymenoptera;Chrysidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
bethyl.9;Bethylidae;Hymenoptera;Chrysidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
betyhl.7;Bethylidae;Hymenoptera;Chrysidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
bethyl.12;Bethylidae;Hymenoptera;Chrysidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
Chrysi.1;Chrysididae;Hymenoptera;Chrysidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
Chrysi.2;Chrysididae;Hymenoptera;Chrysidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
Dryini.1;Dryinididae;Hymenoptera;Chrysidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
diapar.1;Diapriidae;Hymenoptera;Diaprioidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
gaster.1;Gasteruptiidae;Hymenoptera;Evanioidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
Formic.1;Formicidae;Hymenoptera;Formicoidea;Apocrita;ant;generalist;generalist_hymenoptera;0;Myrmicinae;;Monomorium;salomonis;;;;;
Formic.10;Formicidae;Hymenoptera;Formicoidea;Apocrita;ant;generalist;generalist_hymenoptera;0;Formicinae;;Lepisiota;;;;;;
Formic.11;Formicidae;Hymenoptera;Formicoidea;Apocrita;ant;generalist;generalist_hymenoptera;0;Formicinae;;Lepisiota;sp;;;;;
